time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-05-15 20:23:57.406747,0,0.0005,0.09990697799374654,0.10256945003832525,0.7167040153542146,0.8145585727420583,0.6188494579663707,0.785935085007728,0.7715610510046368,0.8003091190108191
2023-05-15 20:33:21.660915,1,0.001,0.04594410148371633,0.0823014361153002,0.7588278575809695,0.8137360553870373,0.7039196597749018,0.8321483771251932,0.8098918083462133,0.8544049459041732
time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_pass,val_average_precision_drive,val_binary_accuracy,val_binary_accuracy_pass,val_binary_accuracy_drive
2023-05-15 20:45:44.606699,0,0.00095296,0.039636463220347626,0.08847506010728771,0.7596691652429546,0.8111446059322359,0.7081937245536732,0.8397217928902627,0.8142194744976816,0.8652241112828439
2023-05-15 20:55:07.649494,1,0.00082116,0.03907036739603307,0.09434937785969008,0.7569612017358454,0.8047243813159339,0.7091980221557568,0.8395672333848532,0.8117465224111283,0.867387944358578
2023-05-15 21:04:31.558060,2,0.0006307,0.03768139600408416,0.09948579327586683,0.7537241144215798,0.8029883285667765,0.7044599002763832,0.8364760432766615,0.8083462132921174,0.8646058732612055
2023-05-15 21:13:55.557216,3,0.0004193,0.03845363336062285,0.09899342413493792,0.7545400306692212,0.8029705832286654,0.7061094781097768,0.8384853168469861,0.8111282843894899,0.8658423493044822
2023-05-15 21:23:18.867387,4,0.00022884,0.0369088826302322,0.09999570819751871,0.7557138447327676,0.8032682127901092,0.708159476675426,0.8372488408037094,0.8080370942812983,0.8664605873261205
2023-05-15 21:32:43.765625,5,9.704e-05,0.03549059051345096,0.09890402013802041,0.7587326207504923,0.8058232034886628,0.7116420380123217,0.8408037094281298,0.8120556414219474,0.8695517774343122
2023-05-15 21:42:07.722994,6,5e-05,0.03791112847971572,0.0993454927589074,0.7582461410420034,0.8044320740273889,0.712060208056618,0.839258114374034,0.8102009273570324,0.8683153013910355
